# weightThreshold=8
# threshold_off=5.60
# weightlimit=300
# hxScale=527
# CAMERA_DELAY=2.0
# startup_offset=173768
# startup_note=STARTUP_ZERO spread=1227 < 3000.0
# startup_attempts=1
# startup_delay=10.54
time,mono_t,raw,offset,weight,sigma,threshold,state,events
19:14:34,143.110,172230,173768,2.92,0.67,10.49,IDLE,
19:14:35,144.051,172431,173768,2.54,0.67,10.48,IDLE,
19:14:36,145.148,172619,173768,2.18,0.69,10.48,IDLE,
19:14:37,146.088,172359,173768,2.67,0.69,10.47,IDLE,
19:14:38,147.032,172183,173768,3.01,0.69,10.47,IDLE,
19:14:39,148.128,172398,173768,2.60,0.69,10.46,IDLE,
19:14:40,149.069,172171,173768,3.03,0.69,10.46,IDLE,
19:14:41,150.010,171972,173768,3.41,0.69,10.45,IDLE,
19:14:42,151.106,172502,173768,2.40,0.69,10.45,IDLE,
19:14:43,152.047,173143,173768,1.19,0.70,10.44,IDLE,
19:14:44,153.144,172243,173768,2.89,0.74,10.44,IDLE,
19:14:45,154.084,172370,173768,2.65,0.73,10.44,IDLE,
19:14:46,155.025,172325,173768,2.74,0.72,10.43,IDLE,
19:14:47,156.122,173199,173768,1.08,0.73,10.43,IDLE,
19:14:48,157.062,172202,173768,2.97,0.72,10.43,IDLE,
19:14:49,158.002,172897,173768,1.65,0.71,10.42,IDLE,
19:14:50,159.099,172732,173768,1.96,0.69,10.42,IDLE,
19:14:51,160.042,172962,173768,1.53,0.69,10.42,IDLE,
19:14:52,161.140,172047,173768,3.26,0.67,10.41,IDLE,
19:14:53,162.080,173016,173768,1.43,0.68,10.41,IDLE,
19:14:54,163.021,173579,173768,0.36,0.73,10.40,IDLE,
19:14:55,164.118,172532,173768,2.34,0.68,10.40,IDLE,
19:14:56,165.059,172808,173768,1.82,0.68,10.39,IDLE,
19:14:57,166.155,173043,173768,1.37,0.69,10.39,IDLE,
19:14:58,167.096,173193,173768,1.09,0.71,10.39,IDLE,
19:14:59,168.037,173295,173768,0.90,0.72,10.38,IDLE,
19:15:00,169.133,173491,173768,0.52,0.77,10.38,IDLE,
19:15:01,170.074,173184,173768,1.11,0.78,10.38,IDLE,
19:15:02,171.014,173383,173768,0.73,0.80,10.38,IDLE,
19:15:03,172.110,172810,173768,1.82,0.82,10.38,IDLE,
19:15:04,173.050,173369,173768,0.76,0.84,10.38,IDLE,
19:15:05,174.147,173087,173768,1.29,0.85,10.39,IDLE,
19:15:06,175.088,174047,173768,-0.53,0.91,10.39,IDLE,
19:15:07,176.029,173884,173768,-0.22,0.97,10.39,IDLE,
19:15:08,177.125,173656,173768,0.21,1.00,10.40,IDLE,
19:15:09,178.066,173860,173768,-0.18,1.03,10.41,IDLE,
19:15:10,179.006,173825,173768,-0.11,1.04,10.42,IDLE,
19:15:11,180.104,173474,173768,0.56,1.04,10.43,IDLE,
19:15:12,181.044,173607,173768,0.30,1.07,10.44,IDLE,
19:15:13,182.141,173492,173768,0.52,1.04,10.45,IDLE,
19:15:14,183.082,173510,173768,0.49,0.99,10.45,IDLE,
19:15:15,184.027,172995,173768,1.47,0.97,10.46,IDLE,
19:15:16,185.124,173242,173768,1.00,0.95,10.47,IDLE,
19:15:17,186.065,173369,173768,0.76,0.95,10.47,IDLE,
19:15:18,187.006,173032,173768,1.40,0.91,10.47,IDLE,
19:15:19,188.103,173541,173768,0.43,0.87,10.48,IDLE,
19:15:20,189.043,173832,173768,-0.12,0.87,10.48,IDLE,
19:15:21,190.141,173897,173768,-0.25,0.86,10.48,IDLE,
19:15:22,191.081,173660,173768,0.20,0.84,10.48,IDLE,
19:15:23,192.021,174567,173768,-1.52,0.86,10.48,IDLE,
19:15:24,193.118,175021,173768,-2.38,0.89,10.48,IDLE,
19:15:25,194.059,174771,173768,-1.90,0.98,10.49,IDLE,
19:15:26,195.157,174358,173768,-1.12,0.96,10.49,IDLE,
19:15:27,196.098,174654,173768,-1.68,1.02,10.50,IDLE,
19:15:28,197.038,173990,173768,-0.42,1.00,10.51,IDLE,
19:15:29,198.137,173665,173768,0.19,0.95,10.51,IDLE,
19:15:30,199.078,174948,173768,-2.24,0.98,10.52,IDLE,
19:15:31,200.019,173987,173768,-0.42,1.01,10.52,IDLE,
19:15:32,201.117,174726,173768,-1.82,1.02,10.53,IDLE,
19:15:33,202.058,174506,173768,-1.40,1.05,10.54,IDLE,
19:15:34,203.155,174385,173768,-1.17,1.05,10.54,IDLE,
19:15:35,204.096,174902,173768,-2.15,1.07,10.55,IDLE,
19:15:36,205.037,174205,173768,-0.83,1.06,10.56,IDLE,
19:15:37,206.134,174356,173768,-1.12,1.04,10.57,IDLE,
19:15:38,207.078,174356,173768,-1.12,1.01,10.57,IDLE,
19:15:39,208.018,174517,173768,-1.42,1.00,10.58,IDLE,
19:15:40,209.116,174227,173768,-0.87,1.01,10.58,IDLE,
19:15:41,210.056,174003,173768,-0.45,1.01,10.59,IDLE,
19:15:42,211.154,175119,173768,-2.56,1.02,10.60,IDLE,
19:15:43,212.095,174491,173768,-1.37,1.04,10.60,IDLE,
19:15:44,213.036,174397,173768,-1.19,1.04,10.61,IDLE,
19:15:45,214.133,174940,173768,-2.22,1.06,10.62,IDLE,
19:15:46,215.073,173402,173768,0.69,1.05,10.62,IDLE,
19:15:47,216.014,174612,173768,-1.60,1.04,10.63,IDLE,
19:15:48,217.111,174426,173768,-1.25,1.01,10.64,IDLE,
19:15:49,218.053,173921,173768,-0.29,0.96,10.64,IDLE,
19:15:50,219.149,174441,173768,-1.28,0.92,10.64,IDLE,
19:15:51,220.090,174375,173768,-1.15,0.85,10.64,IDLE,
19:15:52,221.031,174003,173768,-0.45,0.78,10.64,IDLE,
19:15:53,222.128,173903,173768,-0.26,0.78,10.63,IDLE,
19:15:54,223.068,173625,173768,0.27,0.78,10.63,IDLE,
19:15:55,224.009,174242,173768,-0.90,0.77,10.63,IDLE,
19:15:56,225.106,174383,173768,-1.17,0.76,10.62,IDLE,
19:15:57,226.046,174456,173768,-1.31,0.72,10.62,IDLE,
19:15:58,227.143,174592,173768,-1.56,0.69,10.61,IDLE,
19:15:59,228.084,174148,173768,-0.72,0.69,10.60,IDLE,
19:16:00,229.025,174076,173768,-0.59,0.68,10.60,IDLE,
19:16:01,230.130,174587,173768,-1.56,0.68,10.59,IDLE,
19:16:02,231.056,173594,173768,0.33,0.67,10.58,IDLE,
19:16:03,232.136,173920,173768,-0.29,0.66,10.57,IDLE,
19:16:04,233.063,174102,173768,-0.63,0.65,10.57,IDLE,
19:16:05,234.143,173922,173768,-0.29,0.65,10.56,IDLE,
19:16:06,235.071,174166,173768,-0.76,0.65,10.55,IDLE,
19:16:07,236.011,174090,173768,-0.61,0.64,10.54,IDLE,
19:16:08,237.109,174392,173768,-1.19,0.62,10.53,IDLE,
19:16:09,238.050,175006,173768,-2.35,0.64,10.53,IDLE,
19:16:10,239.147,174273,173768,-0.96,0.65,10.52,IDLE,
19:16:11,240.088,174141,173768,-0.71,0.65,10.51,IDLE,
19:16:12,241.028,173848,173768,-0.15,0.66,10.51,IDLE,
19:16:13,242.126,173974,173768,-0.39,0.67,10.50,IDLE,
19:16:14,243.067,174012,173768,-0.46,0.67,10.49,IDLE,
19:16:15,244.007,173944,173768,-0.33,0.66,10.49,IDLE,
19:16:16,245.105,173849,173768,-0.15,0.63,10.48,IDLE,
19:16:17,246.046,174233,173768,-0.88,0.63,10.47,IDLE,
19:16:18,247.143,173812,173768,-0.08,0.60,10.46,IDLE,
19:16:19,248.084,173804,173768,-0.07,0.58,10.45,IDLE,
19:16:20,249.025,174481,173768,-1.35,0.57,10.45,IDLE,
19:16:21,250.123,174014,173768,-0.47,0.57,10.44,IDLE,
19:16:22,251.063,173916,173768,-0.28,0.57,10.43,IDLE,
19:16:23,252.003,173693,173768,0.14,0.58,10.42,IDLE,
19:16:24,253.104,174326,173768,-1.06,0.59,10.41,IDLE,
19:16:25,254.046,174368,173768,-1.14,0.59,10.40,IDLE,
19:16:26,255.144,174104,173768,-0.64,0.58,10.39,IDLE,
19:16:27,256.085,173536,173768,0.44,0.59,10.39,IDLE,
19:16:28,257.025,174482,173768,-1.36,0.60,10.38,IDLE,
19:16:29,258.123,174088,173768,-0.61,0.61,10.37,IDLE,
19:16:30,259.063,174158,173768,-0.74,0.59,10.36,IDLE,
19:16:31,260.004,174118,173768,-0.67,0.58,10.36,IDLE,
19:16:32,261.102,174021,173768,-0.48,0.58,10.35,IDLE,
19:16:33,262.043,173841,173768,-0.14,0.59,10.34,IDLE,
19:16:34,263.140,173453,173768,0.60,0.58,10.33,IDLE,
19:16:35,264.080,174594,173768,-1.57,0.59,10.33,IDLE,
19:16:36,265.020,174479,173768,-1.35,0.63,10.32,IDLE,
19:16:37,266.118,174090,173768,-0.61,0.64,10.32,IDLE,
19:16:38,267.058,174090,173768,-0.61,0.63,10.31,IDLE,
19:16:39,268.156,174107,173768,-0.64,0.64,10.30,IDLE,
19:16:40,269.096,174449,173768,-1.29,0.64,10.30,IDLE,
19:16:41,270.037,175045,173768,-2.42,0.69,10.30,IDLE,
19:16:42,271.134,174410,173768,-1.22,0.67,10.29,IDLE,
19:16:43,272.075,174283,173768,-0.98,0.66,10.29,IDLE,
19:16:44,273.015,174674,173768,-1.72,0.66,10.29,IDLE,
19:16:45,274.112,174383,173768,-1.17,0.67,10.28,IDLE,
19:16:46,275.053,174235,173768,-0.89,0.66,10.28,IDLE,
19:16:47,276.152,174242,173768,-0.90,0.66,10.27,IDLE,
19:16:48,277.092,173981,173768,-0.41,0.65,10.27,IDLE,
19:16:49,278.032,174126,173768,-0.68,0.64,10.27,IDLE,
19:16:50,279.130,174370,173768,-1.14,0.64,10.26,IDLE,
19:16:51,280.071,174413,173768,-1.22,0.64,10.26,IDLE,
19:16:52,281.012,174359,173768,-1.12,0.63,10.25,IDLE,
19:16:53,282.108,173997,173768,-0.44,0.62,10.25,IDLE,
19:16:54,283.048,174076,173768,-0.59,0.62,10.24,IDLE,
19:16:55,284.146,174658,173768,-1.69,0.61,10.24,IDLE,
19:16:56,285.086,174612,173768,-1.60,0.62,10.23,IDLE,
19:16:57,286.027,174440,173768,-1.28,0.62,10.23,IDLE,
19:16:58,287.124,174268,173768,-0.95,0.62,10.22,IDLE,
19:16:59,288.065,174608,173768,-1.59,0.62,10.22,IDLE,
19:17:00,289.006,174347,173768,-1.10,0.60,10.21,IDLE,
19:17:01,290.103,174243,173768,-0.90,0.57,10.21,IDLE,
19:17:02,291.045,174233,173768,-0.88,0.57,10.20,IDLE,
19:17:03,292.142,173888,173768,-0.23,0.58,10.20,IDLE,
19:17:04,293.083,174265,173768,-0.94,0.57,10.19,IDLE,
19:17:05,294.023,174000,173768,-0.44,0.57,10.18,IDLE,
19:17:06,295.120,173904,173768,-0.26,0.58,10.18,IDLE,
19:17:07,296.062,174278,173768,-0.97,0.57,10.17,IDLE,
19:17:08,297.002,173565,173768,0.38,0.55,10.17,IDLE,
19:17:09,298.104,173937,173768,-0.32,0.54,10.16,IDLE,
19:17:10,299.044,173826,173768,-0.11,0.55,10.15,IDLE,
19:17:11,300.142,174771,173768,-1.90,0.56,10.15,IDLE,
19:17:12,301.083,173500,173768,0.51,0.57,10.14,IDLE,
19:17:13,302.023,174010,173768,-0.46,0.59,10.14,IDLE,
19:17:14,303.121,174548,173768,-1.48,0.55,10.13,IDLE,
19:17:15,304.062,174548,173768,-1.48,0.56,10.12,IDLE,
19:17:16,305.002,174271,173768,-0.96,0.57,10.12,IDLE,
19:17:17,306.100,173910,173768,-0.27,0.58,10.11,IDLE,
19:17:18,307.041,174021,173768,-0.48,0.58,10.11,IDLE,
19:17:19,308.138,174244,173768,-0.90,0.58,10.10,IDLE,
19:17:20,309.079,174244,173768,-0.90,0.58,10.10,IDLE,
19:17:21,310.019,174470,173768,-1.33,0.59,10.10,IDLE,
19:17:22,311.117,173635,173768,0.25,0.60,10.09,IDLE,
19:17:23,312.058,173933,173768,-0.31,0.66,10.09,IDLE,
19:17:24,313.154,174425,173768,-1.25,0.66,10.09,IDLE,
19:17:25,314.096,174779,173768,-1.92,0.67,10.09,IDLE,
19:17:26,315.036,174161,173768,-0.75,0.67,10.09,IDLE,
19:17:27,316.134,174239,173768,-0.89,0.68,10.09,IDLE,
19:17:28,317.075,174474,173768,-1.34,0.68,10.08,IDLE,
19:17:29,318.015,173446,173768,0.61,0.67,10.08,IDLE,
19:17:30,319.113,174429,173768,-1.26,0.66,10.08,IDLE,
19:17:31,320.054,173894,173768,-0.24,0.66,10.08,IDLE,
19:17:32,321.156,173942,173768,-0.33,0.66,10.08,IDLE,
19:17:33,322.097,174186,173768,-0.79,0.66,10.08,IDLE,
19:17:34,323.038,173358,173768,0.78,0.67,10.08,IDLE,
19:17:35,324.136,173983,173768,-0.41,0.69,10.08,IDLE,
19:17:36,325.076,174898,173768,-2.15,0.70,10.08,IDLE,
19:17:37,326.016,174186,173768,-0.79,0.72,10.08,IDLE,
19:17:38,327.114,173858,173768,-0.17,0.72,10.08,IDLE,
19:17:39,328.055,174369,173768,-1.14,0.72,10.08,IDLE,
19:17:40,329.152,174859,173768,-2.07,0.81,10.08,IDLE,
19:17:41,330.093,173994,173768,-0.43,0.81,10.09,IDLE,
19:17:42,331.034,174178,173768,-0.78,0.81,10.09,IDLE,
19:17:43,332.131,174297,173768,-1.00,0.80,10.10,IDLE,
19:17:44,333.071,173774,173768,-0.01,0.79,10.10,IDLE,
19:17:45,334.012,173988,173768,-0.42,0.78,10.10,IDLE,
19:17:46,335.109,173833,173768,-0.12,0.78,10.11,IDLE,
19:17:47,336.049,173902,173768,-0.26,0.76,10.11,IDLE,
19:17:48,337.148,174124,173768,-0.68,0.76,10.11,IDLE,
19:17:49,338.088,173260,173768,0.96,0.76,10.11,IDLE,
19:17:50,339.029,174064,173768,-0.56,0.77,10.11,IDLE,
19:17:51,340.126,173927,173768,-0.30,0.77,10.12,IDLE,
19:17:52,341.067,174223,173768,-0.86,0.77,10.12,IDLE,
19:17:53,342.007,173735,173768,0.06,0.77,10.12,IDLE,
19:17:54,343.104,174556,173768,-1.50,0.77,10.13,IDLE,
19:17:55,344.048,173576,173768,0.36,0.77,10.13,IDLE,
19:17:56,345.145,173803,173768,-0.07,0.74,10.13,IDLE,
19:17:57,346.086,174235,173768,-0.89,0.74,10.13,IDLE,
19:17:58,347.027,174363,173768,-1.13,0.72,10.13,IDLE,
19:17:59,348.124,174286,173768,-0.98,0.72,10.13,IDLE,
19:18:00,349.065,174586,173768,-1.55,0.73,10.13,IDLE,
19:18:01,350.005,174085,173768,-0.60,0.73,10.13,IDLE,
19:18:02,351.102,174131,173768,-0.69,0.71,10.13,IDLE,
19:18:03,352.042,172733,173768,1.96,0.76,10.13,IDLE,
19:18:04,353.140,173997,173768,-0.44,0.80,10.14,IDLE,
19:18:05,354.081,174335,173768,-1.08,0.80,10.14,IDLE,
19:18:06,355.021,174130,173768,-0.69,0.80,10.14,IDLE,
19:18:07,356.119,173965,173768,-0.37,0.86,10.15,IDLE,
19:18:08,357.060,174308,173768,-1.03,0.90,10.15,IDLE,
19:18:09,358.001,174231,173768,-0.88,0.90,10.16,IDLE,
19:18:10,359.098,174233,173768,-0.88,0.88,10.17,IDLE,
19:18:11,360.039,174041,173768,-0.52,0.88,10.17,IDLE,
19:18:12,361.139,174519,173768,-1.43,0.88,10.18,IDLE,
19:18:13,362.080,174510,173768,-1.41,0.80,10.18,IDLE,
19:18:14,363.021,173646,173768,0.23,0.80,10.19,IDLE,
19:18:15,364.119,173686,173768,0.15,0.81,10.19,IDLE,
19:18:16,365.059,174112,173768,-0.65,0.81,10.19,IDLE,
19:18:17,366.156,174324,173768,-1.06,0.81,10.20,IDLE,
19:18:18,367.100,174001,173768,-0.44,0.81,10.20,IDLE,
19:18:19,368.041,173869,173768,-0.19,0.81,10.20,IDLE,
19:18:20,369.138,174209,173768,-0.84,0.81,10.20,IDLE,
19:18:21,370.079,174321,173768,-1.05,0.81,10.21,IDLE,
19:18:22,371.020,173770,173768,-0.00,0.79,10.21,IDLE,
19:18:23,372.117,174161,173768,-0.75,0.79,10.21,IDLE,
19:18:24,373.058,174101,173768,-0.63,0.78,10.21,IDLE,
19:18:25,374.155,174162,173768,-0.75,0.78,10.21,IDLE,
19:18:26,375.096,174556,173768,-1.50,0.79,10.22,IDLE,
19:18:27,376.037,174490,173768,-1.37,0.79,10.22,IDLE,
19:18:28,377.134,174094,173768,-0.62,0.78,10.22,IDLE,
19:18:29,378.075,174264,173768,-0.94,0.78,10.22,IDLE,
19:18:30,379.016,174177,173768,-0.78,0.78,10.22,IDLE,
19:18:31,380.113,173948,173768,-0.34,0.77,10.22,IDLE,
19:18:32,381.054,173582,173768,0.35,0.78,10.23,IDLE,
19:18:33,382.151,173080,173768,1.30,0.84,10.23,IDLE,
19:18:34,383.092,174721,173768,-1.81,0.86,10.23,IDLE,
19:18:35,384.032,173286,173768,0.91,0.87,10.24,IDLE,
19:18:36,385.130,173993,173768,-0.43,0.83,10.24,IDLE,
19:18:37,386.070,174007,173768,-0.45,0.81,10.24,IDLE,
19:18:38,387.012,174057,173768,-0.55,0.81,10.25,IDLE,
19:18:39,388.109,173872,173768,-0.20,0.81,10.25,IDLE,
19:18:40,389.050,174333,173768,-1.07,0.73,10.25,IDLE,
19:18:41,390.147,174137,173768,-0.70,0.65,10.25,IDLE,
19:18:42,391.088,174284,173768,-0.98,0.66,10.24,IDLE,
19:18:43,392.028,173743,173768,0.05,0.66,10.24,IDLE,
19:18:44,393.126,173732,173768,0.07,0.67,10.24,IDLE,
19:18:45,394.066,173360,173768,0.77,0.68,10.23,IDLE,
19:18:46,395.007,173831,173768,-0.12,0.67,10.23,IDLE,
19:18:47,396.107,173888,173768,-0.23,0.66,10.23,IDLE,
19:18:48,397.047,173778,173768,-0.02,0.67,10.23,IDLE,
19:18:49,398.145,173848,173768,-0.15,0.66,10.22,IDLE,
19:18:50,399.087,174501,173768,-1.39,0.66,10.22,IDLE,
19:18:51,400.027,174544,173768,-1.47,0.68,10.22,IDLE,
19:18:52,401.124,174109,173768,-0.65,0.70,10.21,IDLE,
19:18:53,402.065,174109,173768,-0.65,0.70,10.21,IDLE,
19:18:54,403.006,174003,173768,-0.45,0.69,10.21,IDLE,
19:18:55,404.103,173666,173768,0.19,0.70,10.21,IDLE,
19:18:56,405.044,174310,173768,-1.03,0.70,10.21,IDLE,
19:18:57,406.142,174096,173768,-0.62,0.70,10.21,IDLE,
19:18:58,407.083,173849,173768,-0.15,0.70,10.21,IDLE,
19:18:59,408.023,173857,173768,-0.17,0.69,10.20,IDLE,
19:19:00,409.121,173884,173768,-0.22,0.66,10.20,IDLE,
19:19:01,410.061,173785,173768,-0.03,0.65,10.20,IDLE,
19:19:02,411.002,174120,173768,-0.67,0.65,10.20,IDLE,
19:19:03,412.099,174102,173768,-0.63,0.66,10.19,IDLE,
19:19:04,413.043,173939,173768,-0.33,0.66,10.19,IDLE,
19:19:05,414.141,174101,173768,-0.63,0.64,10.19,IDLE,
19:19:06,415.082,174228,173768,-0.87,0.57,10.18,IDLE,
19:19:07,416.024,174133,173768,-0.69,0.54,10.18,IDLE,
19:19:08,417.122,173685,173768,0.16,0.51,10.17,IDLE,
19:19:09,418.014,173745,173768,0.04,0.49,10.16,IDLE,
19:19:10,419.112,173730,173768,0.07,0.50,10.15,IDLE,
19:19:11,420.052,173904,173768,-0.26,0.49,10.14,IDLE,
19:19:12,421.149,173873,173768,-0.20,0.49,10.14,IDLE,
19:19:13,422.090,174222,173768,-0.86,0.49,10.13,IDLE,
19:19:14,423.031,173623,173768,0.27,0.50,10.12,IDLE,
19:19:15,424.129,173779,173768,-0.02,0.50,10.11,IDLE,
19:19:16,425.071,174568,173768,-1.52,0.51,10.10,IDLE,
19:19:17,426.011,175043,173768,-2.42,0.53,10.10,IDLE,
19:19:18,427.108,174066,173768,-0.57,0.57,10.09,IDLE,
19:19:19,428.049,174118,173768,-0.67,0.55,10.09,IDLE,
19:19:20,429.147,174141,173768,-0.71,0.55,10.08,IDLE,
19:19:21,430.087,174054,173768,-0.54,0.54,10.08,IDLE,
19:19:22,431.028,174014,173768,-0.47,0.53,10.07,IDLE,
19:19:23,432.125,173942,173768,-0.33,0.54,10.06,IDLE,
19:19:24,433.066,174007,173768,-0.45,0.52,10.06,IDLE,
19:19:25,434.007,173903,173768,-0.26,0.49,10.05,IDLE,
19:19:26,435.103,174516,173768,-1.42,0.51,10.04,IDLE,
19:19:27,436.048,174027,173768,-0.49,0.52,10.04,IDLE,
19:19:28,437.145,173899,173768,-0.25,0.51,10.03,IDLE,
